GNISIDNAME,Area_Total_Cells,Date,MIN,MAX,MEAN,STD,MEDIAN,Year,Month,Day,Julian_day
Beulah Reservoir_01117569,66,1/1/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,1,1
Blue River Lake_01158909,31,1/1/2024,6309.57666,319153.9375,30624.14804,73158.69384,6309.57666,2024,1,1,1
Brownlee Reservoir_00378278,515,1/1/2024,6309.57666,194088.6406,81421.20225,91992.57822,6309.57666,2024,1,1,1
Cottage Grove Lake_01158179,26,1/1/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,1,1
Crater Lake_01163669,578,1/1/2024,6309.57666,235505.0469,9393.746023,25449.24724,6309.57666,2024,1,1,1
Crump Lake_01119601,365,1/1/2024,6309.57666,20137.24805,6411.028451,873.1806755,6309.57666,2024,1,1,1
Detroit Lake_01639301,91,1/1/2024,6309.57666,194088.6406,13158.87655,23662.61617,6309.57666,2024,1,1,1
Dexter Reservoir_01119918,35,1/1/2024,6309.57666,24434.31836,7285.965695,3574.194813,6309.57666,2024,1,1,1
Diamond Lake_01140999,137,1/1/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,1,1
Dorena Lake_01120032,49,1/1/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,1,1
Drews Reservoir_01141243,156,1/1/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,1,1
East Lake_01141624,45,1/1/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,1,1
Fall Creek Lake_01158871,39,1/1/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,1,1
Foster Lake_01158892,32,1/1/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,1,1
Gerber Reservoir_01121105,143,1/1/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,1,1
Goose Lake_00224325,4178,1/1/2024,6309.57666,121338.9219,6757.675913,5086.699074,6309.57666,2024,1,1,1
Green Peter Lake_01158878,123,1/1/2024,6309.57666,654636.5,27011.49862,99561.94803,6309.57666,2024,1,1,1
Hart Lake_01121637,317,1/1/2024,6309.57666,80167.85938,7072.135066,6800.727873,6309.57666,2024,1,1,1
Hills Creek Lake_01158881,81,1/1/2024,6309.57666,293765.0625,32387.06301,62587.21239,6309.57666,2024,1,1,1
Howard Prairie Lake_01158895,69,1/1/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,1,1
Lost Creek Lake_01158890,122,1/1/2024,6309.57666,346737,22633.57228,52383.1255,6309.57666,2024,1,1,1
Ochoco Reservoir_01147148,34,1/1/2024,6309.57666,178648.8906,19632.00362,41583.83528,6309.57666,2024,1,1,1
Odell Lake_01147159,152,1/1/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,1,1
Paulina Lake_01147502,58,1/1/2024,6309.57666,28840.33398,7795.317319,4690.110936,6309.57666,2024,1,1,1
Prineville Reservoir_01125673,93,1/1/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,1,1
Renner Lake_00267175,21,1/1/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,1,1
Ross Island Lagoon,31,1/1/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,1,1
Siltcoos Lake_01158483,120,1/1/2024,6309.57666,1202264.875,68140.42593,181109.2094,6309.57666,2024,1,1,1
Sturgeon Lake_01127681,126,1/1/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,1,1
Summer Lake_01150595,1211,1/1/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,1,1
Timothy Lake_01151253,53,1/1/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,1,1
Upper Cow Lake_01119431,42,1/1/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,1,1
Waldo Lake_01151818,258,1/1/2024,6309.57666,159955.8906,11885.37706,26812.75803,6309.57666,2024,1,1,1
Wallowa Lake_01151862,68,1/1/2024,6309.57666,35974.95313,7663.786701,4861.717143,6309.57666,2024,1,1,1
Warm Springs Reservoir_01128656,151,1/1/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,1,1
Willamette River (Marquam Brg to Multnomah Channel),73,1/1/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,1,1
Willamette River (Sellwood Brg to Willamette Falls),35,1/1/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,1,1
Malheur Lake_01123710,1284,1/2/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,2,2
Upper Cow Lake_01119431,42,1/2/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,2,2
Alkali Lake_01116863,27,1/3/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,3,3
Crane Prairie Reservoir_01140386,180,1/3/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,3,3
Crater Lake_01163669,578,1/3/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,3,3
Crescent Lake_01158186,165,1/3/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,3,3
Crump Lake_01119601,365,1/3/2024,6309.57666,97274.75781,9465.153711,10861.98067,6309.57666,2024,1,3,3
Davis Lake_01140666,135,1/3/2024,6309.57666,319153.9375,20922.63595,51704.00506,6309.57666,2024,1,3,3
Diamond Lake_01140999,137,1/3/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,3,3
Drews Reservoir_01141243,156,1/3/2024,6309.57666,18030.18945,8480.060511,4552.845335,6309.57666,2024,1,3,3
Goose Lake_00224325,4178,1/3/2024,6309.57666,602559.875,135506.0974,176767.0509,6309.57666,2024,1,3,3
Hart Lake_01121637,317,1/3/2024,6309.57666,82413.88281,12251.71632,15002.64025,6309.57666,2024,1,3,3
Lake Abert_01116755,1820,1/3/2024,6309.57666,310456.0313,9938.562889,26882.34773,6309.57666,2024,1,3,3
Odell Lake_01147159,152,1/3/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,3,3
Paulina Lake_01147502,58,1/3/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,3,3
Summer Lake_01150595,1211,1/3/2024,6309.57666,183653.9063,7285.705615,12950.90979,6309.57666,2024,1,3,3
Upper Klamath Lake_01151685,2912,1/3/2024,6309.57666,794328.375,8563.21354,35350.07544,6309.57666,2024,1,3,3
Wallowa Lake_01151862,68,1/3/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,3,3
Wickiup Reservoir_01161711,414,1/3/2024,6309.57666,990832.625,86737.90217,150496.3902,15275.66895,2024,1,3,3
Alkali Lake_01116863,27,1/4/2024,66069.36719,619441.5,485045.5091,208909.0521,619441.5,2024,1,4,4
Crater Lake_01163669,578,1/4/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,4,4
Crescent Lake_01158186,165,1/4/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,4,4
Davis Lake_01140666,135,1/4/2024,6309.57666,496592.4063,49259.90237,117754.5486,6309.57666,2024,1,4,4
Diamond Lake_01140999,137,1/4/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,4,4
Lake Billy Chinook (Crooked)_01138120,28,1/4/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,4,4
Lake Billy Chinook (Deschutes)_01138120,47,1/4/2024,6309.57666,188799.25,19827.33024,47792.47612,6309.57666,2024,1,4,4
Lake Billy Chinook (Metolius)_01138120,77,1/4/2024,6309.57666,102801.6406,14886.64901,27460.02993,6309.57666,2024,1,4,4
Lake Billy Chinook_01138120,152,1/4/2024,6309.57666,188799.25,13972.3073,31637.86258,6309.57666,2024,1,4,4
Malheur Lake_01123710,1284,1/4/2024,6309.57666,48752.87109,7632.236751,6672.510202,6309.57666,2024,1,4,4
Odell Lake_01147159,152,1/4/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,4,4
Summer Lake_01150595,1211,1/4/2024,6309.57666,210862.9844,8411.356443,17198.25173,6309.57666,2024,1,4,4
Upper Klamath Lake_01151685,2912,1/4/2024,6309.57666,248885.8125,50351.58018,74824.04101,6309.57666,2024,1,4,4
Waldo Lake_01151818,258,1/4/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,4,4
Alkali Lake_01116863,27,1/5/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,5,5
Aspen Lake_01161255,164,1/5/2024,6309.57666,1169500.25,253719.6151,403341.8113,6309.57666,2024,1,5,5
Beulah Reservoir_01117569,66,1/5/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,5,5
Brownlee Reservoir_00378278,515,1/5/2024,6309.57666,293765.0625,16030.60059,43646.13726,6309.57666,2024,1,5,5
Cottage Grove Lake_01158179,26,1/5/2024,6309.57666,80167.85938,14357.54719,21897.71001,6309.57666,2024,1,5,5
Crater Lake_01163669,578,1/5/2024,6309.57666,97274.75781,6844.663956,5445.476314,6309.57666,2024,1,5,5
Crescent Lake_01158186,165,1/5/2024,6309.57666,34994.53125,6953.24321,3733.433288,6309.57666,2024,1,5,5
Crump Lake_01119601,365,1/5/2024,6309.57666,139315.6875,18698.51512,20868.53039,7244.361816,2024,1,5,5
Davis Lake_01140666,135,1/5/2024,6309.57666,510505.2188,124664.2629,161720.9601,6309.57666,2024,1,5,5
Dexter Reservoir_01119918,35,1/5/2024,6309.57666,121338.9219,12882.6821,26700.08052,6309.57666,2024,1,5,5
Diamond Lake_01140999,137,1/5/2024,6309.57666,169044.1563,7531.947869,13903.98767,6309.57666,2024,1,5,5
Dorena Lake_01120032,49,1/5/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,5,5
Drews Reservoir_01141243,156,1/5/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,5,5
Fall Creek Lake_01158871,39,1/5/2024,554626,554626,554626,0,554626,2024,1,5,5
Fern Ridge Lake_01120678,294,1/5/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,5,5
Foster Lake_01158892,32,1/5/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,5,5
Fourmile Lake_01161371,26,1/5/2024,6309.57666,46131.78516,8523.543139,8105.511157,6309.57666,2024,1,5,5
Gerber Reservoir_01121105,143,1/5/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,5,5
Goose Lake_00224325,4178,1/5/2024,6309.57666,457088.5,10575.63208,37987.90251,6309.57666,2024,1,5,5
Hart Lake_01121637,317,1/5/2024,6309.57666,242103.0781,16994.52261,33015.74303,6309.57666,2024,1,5,5
Hills Creek Lake_01158881,81,1/5/2024,6309.57666,108642.6172,11063.53333,21465.95842,6309.57666,2024,1,5,5
Howard Prairie Lake_01158895,69,1/5/2024,6309.57666,73790.42969,8134.270087,9501.740085,6309.57666,2024,1,5,5
Lake Abert_01116755,1820,1/5/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,5,5
Lake Billy Chinook (Crooked)_01138120,28,1/5/2024,242103.0781,242103.0781,242103.0781,0,242103.0781,2024,1,5,5
Lake Billy Chinook (Deschutes)_01138120,47,1/5/2024,6309.57666,199526.3125,128252.5308,86823.51252,178921.7031,2024,1,5,5
Lake Billy Chinook (Metolius)_01138120,77,1/5/2024,6309.57666,270395.9375,164761.3932,129375.3664,270395.9375,2024,1,5,5
Lake Billy Chinook_01138120,152,1/5/2024,6309.57666,270395.9375,182669.0943,98041.10626,242103.0781,2024,1,5,5
Lake Owyhee_01125099,431,1/5/2024,6309.57666,178648.8906,9054.555927,15135.74094,6309.57666,2024,1,5,5
Lake of the Woods_01161601,51,1/5/2024,6309.57666,510505.2188,21384.54933,73332.11387,6309.57666,2024,1,5,5
Lost Creek Lake_01158890,122,1/5/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,5,5
Malheur Lake_01123710,1284,1/5/2024,6309.57666,178648.8906,7495.191414,9486.8184,6309.57666,2024,1,5,5
Odell Lake_01147159,152,1/5/2024,6309.57666,366437.6875,15077.2127,47199.06633,6309.57666,2024,1,5,5
Prineville Reservoir_01125673,93,1/5/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,5,5
Renner Lake_00267175,21,1/5/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,5,5
Siltcoos Lake_01158483,120,1/5/2024,6309.57666,420726.6875,138546.1448,88979.63183,114815.4141,2024,1,5,5
Summer Lake_01150595,1211,1/5/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,5,5
Thief Valley Reservoir_01128007,27,1/5/2024,6309.57666,398107.5313,66203.14118,107785.0396,6309.57666,2024,1,5,5
Upper Cow Lake_01119431,42,1/5/2024,205116.3438,346737,264630.8262,39742.38014,255956.3281,2024,1,5,5
Upper Klamath Lake_01151685,2912,1/5/2024,6309.57666,19054.61719,6316.093685,256.2694281,6309.57666,2024,1,5,5
Waldo Lake_01151818,258,1/5/2024,6309.57666,87096.375,6970.238158,6711.104306,6309.57666,2024,1,5,5
Wallowa Lake_01151862,68,1/5/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,5,5
Warm Springs Reservoir_01128656,151,1/5/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,5,5
Wickiup Reservoir_01161711,414,1/5/2024,6309.57666,398107.5313,52031.22144,85445.99979,6309.57666,2024,1,5,5
Willamette River (Marquam Brg to Multnomah Channel),73,1/5/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,5,5
Cottage Grove Lake_01158179,26,1/6/2024,6309.57666,285759.25,74644.70865,100946.3846,6309.57666,2024,1,6,6
Crater Lake_01163669,578,1/6/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,6,6
Dorena Lake_01120032,49,1/6/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,6,6
Fern Ridge Lake_01120678,294,1/6/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,6,6
Hills Creek Lake_01158881,81,1/6/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,6,6
Siltcoos Lake_01158483,120,1/6/2024,6309.57666,16595.87891,6746.933245,1721.817679,6309.57666,2024,1,6,6
Sturgeon Lake_01127681,126,1/6/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,6,6
Willamette River (Marquam Brg to Multnomah Channel),73,1/6/2024,6309.57666,11912.42676,6604.463507,1251.098936,6309.57666,2024,1,6,6
Beulah Reservoir_01117569,66,1/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,7,7
Brownlee Reservoir_00378278,515,1/7/2024,6309.57666,510505.2188,43763.45356,120262.477,6309.57666,2024,1,7,7
Drews Reservoir_01141243,156,1/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,7,7
Fern Ridge Lake_01120678,294,1/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,7,7
Henry Hagg Lake_01158095,40,1/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,7,7
Lake Abert_01116755,1820,1/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,7,7
Lake Billy Chinook (Metolius)_01138120,77,1/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,7,7
Lake Billy Chinook_01138120,152,1/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,7,7
Lake Owyhee_01125099,431,1/7/2024,6309.57666,42461.98047,6588.142837,2980.682135,6309.57666,2024,1,7,7
Lake Umatilla_01513298,656,1/7/2024,6309.57666,229086.8438,7856.641015,18500.19894,6309.57666,2024,1,7,7
Malheur Lake_01123710,1284,1/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,7,7
Renner Lake_00267175,21,1/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,7,7
Sturgeon Lake_01127681,126,1/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,7,7
Summer Lake_01150595,1211,1/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,7,7
Thief Valley Reservoir_01128007,27,1/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,7,7
Upper Klamath Lake_01151685,2912,1/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,7,7
Wallowa Lake_01151862,68,1/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,7,7
Alkali Lake_01116863,27,1/9/2024,1202264.875,1202264.875,1202264.875,0,1202264.875,2024,1,9,9
Brownlee Reservoir_00378278,515,1/9/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,9,9
Cottage Grove Lake_01158179,26,1/9/2024,6309.57666,25822.61133,8188.209113,5503.715302,6309.57666,2024,1,9,9
Dexter Reservoir_01119918,35,1/9/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,9,9
Hart Lake_01121637,317,1/9/2024,6309.57666,92045,15678.5342,19359.28976,6309.57666,2024,1,9,9
Lake Abert_01116755,1820,1/9/2024,6309.57666,235505.0469,7248.652547,11910.13305,6309.57666,2024,1,9,9
Lake Owyhee_01125099,431,1/9/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,9,9
Malheur Lake_01123710,1284,1/9/2024,6309.57666,210862.9844,11419.04101,18682.62752,6309.57666,2024,1,9,9
Prineville Reservoir_01125673,93,1/9/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,9,9
Siltcoos Lake_01158483,120,1/9/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,9,9
Upper Klamath Lake_01151685,2912,1/9/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,9,9
Warm Springs Reservoir_01128656,151,1/9/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,9,9
Brownlee Reservoir_00378278,515,1/10/2024,6309.57666,310456.0313,27285.19422,77069.34009,6309.57666,2024,1,10,10
Cold Springs Reservoir_01119125,36,1/10/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,10,10
Crane Prairie Reservoir_01140386,180,1/10/2024,6309.57666,147231.3281,13693.63197,29281.36946,6309.57666,2024,1,10,10
Cultus Lake_01140537,47,1/10/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,10,10
Davis Lake_01140666,135,1/10/2024,6309.57666,124738.4141,35206.8153,34991.46104,23768.41211,2024,1,10,10
Detroit Lake_01639301,91,1/10/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,10,10
Green Peter Lake_01158878,123,1/10/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,10,10
Lake Billy Chinook (Crooked)_01138120,28,1/10/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,10,10
Lake Billy Chinook (Deschutes)_01138120,47,1/10/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,10,10
Lake Billy Chinook (Metolius)_01138120,77,1/10/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,10,10
Lake Billy Chinook_01138120,152,1/10/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,10,10
Lake Owyhee_01125099,431,1/10/2024,6309.57666,570164.3125,21843.56109,72615.41001,6309.57666,2024,1,10,10
Lake Umatilla_01513298,656,1/10/2024,6309.57666,409260.8438,30810.23318,61452.8246,6309.57666,2024,1,10,10
Malheur Lake_01123710,1284,1/10/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,10,10
McKay Reservoir_01132097,27,1/10/2024,6309.57666,111686.4141,50427.89017,41340.46297,66069.36719,2024,1,10,10
Prineville Reservoir_01125673,93,1/10/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,10,10
Siltcoos Lake_01158483,120,1/10/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,10,10
Summer Lake_01150595,1211,1/10/2024,6309.57666,135519,10321.43809,21768.23699,6309.57666,2024,1,10,10
Warm Springs Reservoir_01128656,151,1/10/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,10,10
Wickiup Reservoir_01161711,414,1/10/2024,6309.57666,483059.0938,37647.08708,58171.88867,6309.57666,2024,1,10,10
Brownlee Reservoir_00378278,515,1/11/2024,6309.57666,654636.5,81511.37869,189141.5166,6309.57666,2024,1,11,11
Cold Springs Reservoir_01119125,36,1/11/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,11,11
Crump Lake_01119601,365,1/11/2024,6309.57666,121338.9219,32678.4912,43571.75097,6309.57666,2024,1,11,11
Lake Abert_01116755,1820,1/11/2024,6309.57666,366437.6875,27060.00341,71342.66289,6309.57666,2024,1,11,11
Lake Owyhee_01125099,431,1/11/2024,6309.57666,277971.4688,16750.93258,46717.64615,6309.57666,2024,1,11,11
Lake Umatilla_01513298,656,1/11/2024,6309.57666,205116.3438,8605.183992,15712.1718,6309.57666,2024,1,11,11
McKay Reservoir_01132097,27,1/11/2024,6309.57666,173780.1875,24798.08234,40445.66504,6309.57666,2024,1,11,11
Ochoco Reservoir_01147148,34,1/11/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,11,11
Prineville Reservoir_01125673,93,1/11/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,11,11
Summer Lake_01150595,1211,1/11/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,11,11
Timothy Lake_01151253,53,1/11/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,11,11
Wickiup Reservoir_01161711,414,1/11/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,11,11
Brownlee Reservoir_00378278,515,1/12/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,12,12
Lake Abert_01116755,1820,1/12/2024,6309.57666,164437.2031,8591.903137,16912.42387,6309.57666,2024,1,12,12
Summer Lake_01150595,1211,1/12/2024,6309.57666,151356.2344,7263.284996,10660.18596,6309.57666,2024,1,12,12
Upper Klamath Lake_01151685,2912,1/12/2024,6309.57666,293765.0625,31554.54502,59045.86141,6309.57666,2024,1,12,12
Warm Springs Reservoir_01128656,151,1/12/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,12,12
Alkali Lake_01116863,27,1/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,14,14
Crater Lake_01163669,578,1/14/2024,6309.57666,131825.7813,7964.588677,12424.66019,6309.57666,2024,1,14,14
Crescent Lake_01158186,165,1/14/2024,6309.57666,8317.638672,6352.669929,266.6693904,6309.57666,2024,1,14,14
Crump Lake_01119601,365,1/14/2024,6309.57666,71779.46094,7639.152905,5867.188999,6309.57666,2024,1,14,14
Cultus Lake_01140537,47,1/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,14,14
Diamond Lake_01140999,137,1/14/2024,6309.57666,34994.53125,11682.30797,8327.965142,6309.57666,2024,1,14,14
East Lake_01141624,45,1/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,14,14
Fourmile Lake_01161371,26,1/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,14,14
Hart Lake_01121637,317,1/14/2024,6309.57666,94623.78125,10528.33172,13451.20488,6309.57666,2024,1,14,14
Lake Abert_01116755,1820,1/14/2024,6309.57666,159955.8906,6400.869776,3744.130915,6309.57666,2024,1,14,14
Lake of the Woods_01161601,51,1/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,14,14
Odell Lake_01147159,152,1/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,14,14
Summer Lake_01150595,1211,1/14/2024,6309.57666,121338.9219,7493.180815,9963.354229,6309.57666,2024,1,14,14
Upper Klamath Lake_01151685,2912,1/14/2024,6309.57666,398107.5313,8299.337141,20332.50662,6309.57666,2024,1,14,14
Waldo Lake_01151818,258,1/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,14,14
Blue River Lake_01158909,31,1/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,15,15
Brownlee Reservoir_00378278,515,1/15/2024,6309.57666,42461.98047,7370.894279,5667.347706,6309.57666,2024,1,15,15
Crater Lake_01163669,578,1/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,15,15
Crescent Lake_01158186,165,1/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,15,15
Crump Lake_01119601,365,1/15/2024,6309.57666,17060.82813,6358.87172,674.2160371,6309.57666,2024,1,15,15
Detroit Lake_01639301,91,1/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,15,15
Diamond Lake_01140999,137,1/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,15,15
East Lake_01141624,45,1/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,15,15
Fourmile Lake_01161371,26,1/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,15,15
Green Peter Lake_01158878,123,1/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,15,15
Hart Lake_01121637,317,1/15/2024,6309.57666,40179.08984,6981.590811,4723.260432,6309.57666,2024,1,15,15
Henry Hagg Lake_01158095,40,1/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,15,15
Hills Creek Lake_01158881,81,1/15/2024,6309.57666,194088.6406,11823.31724,27179.77618,6309.57666,2024,1,15,15
Howard Prairie Lake_01158895,69,1/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,15,15
Lake Abert_01116755,1820,1/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,15,15
Lake Owyhee_01125099,431,1/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,15,15
Lake Umatilla_01513298,656,1/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,15,15
Lemolo Lake_01144938,17,1/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,15,15
Lost Creek Lake_01158890,122,1/15/2024,6309.57666,173780.1875,8496.627236,17376.14889,6309.57666,2024,1,15,15
Odell Lake_01147159,152,1/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,15,15
Paulina Lake_01147502,58,1/15/2024,6309.57666,47424.21094,7927.533949,7374.161276,6309.57666,2024,1,15,15
Ross Island Lagoon,31,1/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,15,15
Siltcoos Lake_01158483,120,1/15/2024,6309.57666,102801.6406,14790.02931,19269.52596,6309.57666,2024,1,15,15
Sturgeon Lake_01127681,126,1/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,15,15
Summer Lake_01150595,1211,1/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,15,15
Timothy Lake_01151253,53,1/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,15,15
Waldo Lake_01151818,258,1/15/2024,6309.57666,17538.8125,6398.580414,809.0350708,6309.57666,2024,1,15,15
Willamette River (Marquam Brg to Multnomah Channel),73,1/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,15,15
Willamette River (Sellwood Brg to Willamette Falls),35,1/15/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,15,15
Brownlee Reservoir_00378278,515,1/16/2024,6309.57666,51522.87891,7280.987188,6040.560235,6309.57666,2024,1,16,16
Crump Lake_01119601,365,1/16/2024,6309.57666,92045,11830.33577,13819.64146,6309.57666,2024,1,16,16
Cultus Lake_01140537,47,1/16/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,1,16,16
