GNISIDNAME,Area_Total_Cells,Date,MIN,MAX,MEAN,STD,MEDIAN,Year,Month,Day,Julian_day
Lake Umatilla_01513298,656,3/4/2024,6309.57666,420726.6875,11598.56962,35004.0312,6309.57666,2024,3,4,64
Malheur Lake_01123710,1284,3/4/2024,6309.57666,159955.8906,7184.48061,8590.899713,6309.57666,2024,3,4,64
Prineville Reservoir_01125673,93,3/4/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,4,64
Summer Lake_01150595,1211,3/4/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,4,64
Thief Valley Reservoir_01128007,27,3/4/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,4,64
Warm Springs Reservoir_01128656,151,3/4/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,4,64
Brownlee Reservoir_00378278,515,3/5/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,5,65
Cold Springs Reservoir_01119125,36,3/5/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,5,65
Detroit Lake_01639301,91,3/5/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,5,65
Foster Lake_01158892,32,3/5/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,5,65
Lake Umatilla_01513298,656,3/5/2024,6309.57666,108642.6172,6759.957726,6553.425414,6309.57666,2024,3,5,65
Siltcoos Lake_01158483,120,3/5/2024,102801.6406,483059.0938,295265.6274,79878.92253,285759.25,2024,3,5,65
Thief Valley Reservoir_01128007,27,3/5/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,5,65
Alkali Lake_01116863,27,3/6/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,6,66
Aspen Lake_01161255,164,3/6/2024,6309.57666,105681.7969,37517.14838,33992.09311,31332.87891,2024,3,6,66
Beulah Reservoir_01117569,66,3/6/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,6,66
Blue River Lake_01158909,31,3/6/2024,6309.57666,285759.25,99459.46777,131733.8393,6309.57666,2024,3,6,66
Brownlee Reservoir_00378278,515,3/6/2024,6309.57666,496592.4063,20051.79861,68713.10693,6309.57666,2024,3,6,66
Cold Springs Reservoir_01119125,36,3/6/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,6,66
Crater Lake_01163669,578,3/6/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,6,66
Crescent Lake_01158186,165,3/6/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,6,66
Davis Lake_01140666,135,3/6/2024,6309.57666,210862.9844,107640.4682,57333.66778,97274.75781,2024,3,6,66
Detroit Lake_01639301,91,3/6/2024,6309.57666,89536.50781,8219.362984,10677.29886,6309.57666,2024,3,6,66
Fern Ridge Lake_01120678,294,3/6/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,6,66
Gerber Reservoir_01121105,143,3/6/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,6,66
Green Peter Lake_01158878,123,3/6/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,6,66
Henry Hagg Lake_01158095,40,3/6/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,6,66
Lake Abert_01116755,1820,3/6/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,6,66
Lake Billy Chinook (Crooked)_01138120,28,3/6/2024,6309.57666,328095.5,46532.81708,106420.6911,6309.57666,2024,3,6,66
Lake Billy Chinook (Deschutes)_01138120,47,3/6/2024,6309.57666,328095.5,132703.7253,139645.8418,6309.57666,2024,3,6,66
Lake Billy Chinook (Metolius)_01138120,77,3/6/2024,6309.57666,222843.5313,10822.2439,29793.04357,6309.57666,2024,3,6,66
Lake Billy Chinook_01138120,152,3/6/2024,6309.57666,328095.5,53746.37362,104897.287,6309.57666,2024,3,6,66
Lake Owyhee_01125099,431,3/6/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,6,66
Lake Umatilla_01513298,656,3/6/2024,6309.57666,32210.69922,6409.588877,1496.625702,6309.57666,2024,3,6,66
Lake of the Woods_01161601,51,3/6/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,6,66
Malheur Lake_01123710,1284,3/6/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,6,66
McKay Reservoir_01132097,27,3/6/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,6,66
Ochoco Reservoir_01147148,34,3/6/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,6,66
Odell Lake_01147159,152,3/6/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,6,66
Paulina Lake_01147502,58,3/6/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,6,66
Prineville Reservoir_01125673,93,3/6/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,6,66
Ross Island Lagoon,31,3/6/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,6,66
Siltcoos Lake_01158483,120,3/6/2024,169044.1563,619441.5,317226.6247,90573.97143,301995.375,2024,3,6,66
Sturgeon Lake_01127681,126,3/6/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,6,66
Summer Lake_01150595,1211,3/6/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,6,66
Thief Valley Reservoir_01128007,27,3/6/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,6,66
Upper Cow Lake_01119431,42,3/6/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,6,66
Upper Klamath Lake_01151685,2912,3/6/2024,6309.57666,128233.1406,6655.943443,4984.999516,6309.57666,2024,3,6,66
Waldo Lake_01151818,258,3/6/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,6,66
Wallowa Lake_01151862,68,3/6/2024,6309.57666,51522.87891,8780.723145,8332.381847,6309.57666,2024,3,6,66
Warm Springs Reservoir_01128656,151,3/6/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,6,66
Wickiup Reservoir_01161711,414,3/6/2024,6309.57666,194088.6406,30549.47721,51994.74759,6309.57666,2024,3,6,66
Willamette River (Marquam Brg to Multnomah Channel),73,3/6/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,6,66
Willamette River (Sellwood Brg to Willamette Falls),35,3/6/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,6,66
Alkali Lake_01116863,27,3/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,7,67
Aspen Lake_01161255,164,3/7/2024,6309.57666,711213.875,161473.5744,152155.3766,139315.6875,2024,3,7,67
Beulah Reservoir_01117569,66,3/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,7,67
Brownlee Reservoir_00378278,515,3/7/2024,6309.57666,356451.1563,8689.14468,23330.4932,6309.57666,2024,3,7,67
Cold Springs Reservoir_01119125,36,3/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,7,67
Cottage Grove Lake_01158179,26,3/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,7,67
Crater Lake_01163669,578,3/7/2024,6309.57666,84722.78125,6695.246478,5330.352321,6309.57666,2024,3,7,67
Crescent Lake_01158186,165,3/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,7,67
Crump Lake_01119601,365,3/7/2024,75857.78125,82413.88281,76794.36719,2294.157647,75857.78125,2024,3,7,67
Cultus Lake_01140537,47,3/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,7,67
Davis Lake_01140666,135,3/7/2024,6309.57666,255858.7344,49725.98085,73402.14527,6309.57666,2024,3,7,67
Detroit Lake_01639301,91,3/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,7,67
Dexter Reservoir_01119918,35,3/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,7,67
Dorena Lake_01120032,49,3/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,7,67
Drews Reservoir_01141243,156,3/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,7,67
Fall Creek Lake_01158871,39,3/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,7,67
Fern Ridge Lake_01120678,294,3/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,7,67
Foster Lake_01158892,32,3/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,7,67
Gerber Reservoir_01121105,143,3/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,7,67
Goose Lake_00224325,4178,3/7/2024,6309.57666,654636.5,21935.41283,65046.81421,6309.57666,2024,3,7,67
Green Peter Lake_01158878,123,3/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,7,67
Hart Lake_01121637,317,3/7/2024,6309.57666,205116.3438,45338.91392,50340.80519,24434.31836,2024,3,7,67
Henry Hagg Lake_01158095,40,3/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,7,67
Hills Creek Lake_01158881,81,3/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,7,67
Howard Prairie Lake_01158895,69,3/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,7,67
Lake Abert_01116755,1820,3/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,7,67
Lake Billy Chinook (Crooked)_01138120,28,3/7/2024,6309.57666,602559.875,119009.8984,172198.191,6309.57666,2024,3,7,67
Lake Billy Chinook (Deschutes)_01138120,47,3/7/2024,6309.57666,496592.4063,132815.1215,111765.2989,131825.7813,2024,3,7,67
Lake Billy Chinook (Metolius)_01138120,77,3/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,7,67
Lake Billy Chinook_01138120,152,3/7/2024,6309.57666,602559.875,68721.67679,116894.3112,6309.57666,2024,3,7,67
Lake Owyhee_01125099,431,3/7/2024,6309.57666,432513.9688,19638.79341,66986.89687,6309.57666,2024,3,7,67
Lake Umatilla_01513298,656,3/7/2024,6309.57666,229086.8438,8392.427411,18770.49402,6309.57666,2024,3,7,67
Lake of the Woods_01161601,51,3/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,7,67
Lemolo Lake_01144938,17,3/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,7,67
Lost Creek Lake_01158890,122,3/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,7,67
McKay Reservoir_01132097,27,3/7/2024,6309.57666,310456.0313,50786.30514,89321.10059,6309.57666,2024,3,7,67
Ochoco Reservoir_01147148,34,3/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,7,67
Odell Lake_01147159,152,3/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,7,67
Paulina Lake_01147502,58,3/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,7,67
Prineville Reservoir_01125673,93,3/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,7,67
Renner Lake_00267175,21,3/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,7,67
Ross Island Lagoon,31,3/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,7,67
Siltcoos Lake_01158483,120,3/7/2024,183653.9063,570164.3125,331304.1455,83840.10165,328095.5,2024,3,7,67
Sturgeon Lake_01127681,126,3/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,7,67
Summer Lake_01150595,1211,3/7/2024,6309.57666,178648.8906,6751.586019,7945.091269,6309.57666,2024,3,7,67
Thief Valley Reservoir_01128007,27,3/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,7,67
Upper Cow Lake_01119431,42,3/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,7,67
Upper Klamath Lake_01151685,2912,3/7/2024,6309.57666,328095.5,6646.218905,7687.072201,6309.57666,2024,3,7,67
Waldo Lake_01151818,258,3/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,7,67
Wallowa Lake_01151862,68,3/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,7,67
Wickiup Reservoir_01161711,414,3/7/2024,6309.57666,887156.375,71061.79274,137930.966,6309.57666,2024,3,7,67
Willamette River (Marquam Brg to Multnomah Channel),73,3/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,7,67
Willamette River (Sellwood Brg to Willamette Falls),35,3/7/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,7,67
Aspen Lake_01161255,164,3/9/2024,636795.75,636795.75,636795.75,0,636795.75,2024,3,9,69
Brownlee Reservoir_00378278,515,3/9/2024,346737,539511.0625,447287.795,55999.14702,457088.5,2024,3,9,69
Cottage Grove Lake_01158179,26,3/9/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,9,69
Crater Lake_01163669,578,3/9/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,9,69
Crescent Lake_01158186,165,3/9/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,9,69
Davis Lake_01140666,135,3/9/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,9,69
Lake Abert_01116755,1820,3/9/2024,6309.57666,444631.5,9513.682475,36165.58461,6309.57666,2024,3,9,69
Lake Billy Chinook (Metolius)_01138120,77,3/9/2024,6309.57666,356451.1563,150935.205,156921.0113,90044.88208,2024,3,9,69
Lake Billy Chinook_01138120,152,3/9/2024,6309.57666,356451.1563,150935.205,156921.0113,90044.88208,2024,3,9,69
Lost Creek Lake_01158890,122,3/9/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,9,69
Odell Lake_01147159,152,3/9/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,9,69
Siltcoos Lake_01158483,120,3/9/2024,6309.57666,319153.9375,91683.48495,119287.5762,6309.57666,2024,3,9,69
Upper Klamath Lake_01151685,2912,3/9/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,9,69
Wallowa Lake_01151862,68,3/9/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,9,69
Wickiup Reservoir_01161711,414,3/9/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,9,69
Goose Lake_00224325,4178,3/10/2024,6309.57666,310456.0313,136729.9947,142745.8923,50118.75781,2024,3,10,70
Hart Lake_01121637,317,3/10/2024,6309.57666,164437.2031,56548.70215,43044.85219,51522.87891,2024,3,10,70
Lake Abert_01116755,1820,3/10/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,10,70
Lake Umatilla_01513298,656,3/10/2024,6309.57666,337287.5625,171798.5696,165488.9929,171798.5696,2024,3,10,70
Malheur Lake_01123710,1284,3/10/2024,6309.57666,164437.2031,13373.79374,23494.81286,6309.57666,2024,3,10,70
McKay Reservoir_01132097,27,3/10/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,10,70
Prineville Reservoir_01125673,93,3/10/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,10,70
Upper Klamath Lake_01151685,2912,3/10/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,10,70
Cold Springs Reservoir_01119125,36,3/11/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,11,71
Goose Lake_00224325,4178,3/11/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,11,71
Hart Lake_01121637,317,3/11/2024,366437.6875,366437.6875,366437.6875,0,366437.6875,2024,3,11,71
Lake Owyhee_01125099,431,3/11/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,11,71
Lake Umatilla_01513298,656,3/11/2024,6309.57666,270395.9375,24803.03365,63295.03663,6309.57666,2024,3,11,71
Malheur Lake_01123710,1284,3/11/2024,6309.57666,242103.0781,18132.11995,40570.4062,6309.57666,2024,3,11,71
McKay Reservoir_01132097,27,3/11/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,11,71
Upper Cow Lake_01119431,42,3/11/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,11,71
Alkali Lake_01116863,27,3/12/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,12,72
Beulah Reservoir_01117569,66,3/12/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,12,72
Brownlee Reservoir_00378278,515,3/12/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,12,72
Cold Springs Reservoir_01119125,36,3/12/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,12,72
Crump Lake_01119601,365,3/12/2024,6309.57666,108642.6172,58036.58717,27918.62292,55975.78125,2024,3,12,72
Drews Reservoir_01141243,156,3/12/2024,6309.57666,255858.7344,12169.84926,26001.64303,6309.57666,2024,3,12,72
Fern Ridge Lake_01120678,294,3/12/2024,6309.57666,570164.3125,10693.29843,47935.68307,6309.57666,2024,3,12,72
Gerber Reservoir_01121105,143,3/12/2024,6309.57666,92045,27743.4325,37124.52731,6309.57666,2024,3,12,72
Goose Lake_00224325,4178,3/12/2024,6309.57666,711213.875,110881.5247,192434.8485,6309.57666,2024,3,12,72
Hart Lake_01121637,317,3/12/2024,6309.57666,188799.25,95839.40436,61745.00708,92045,2024,3,12,72
Lake Abert_01116755,1820,3/12/2024,6309.57666,92045,6794.771031,5707.460575,6309.57666,2024,3,12,72
Lake Billy Chinook (Crooked)_01138120,28,3/12/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,12,72
Lake Billy Chinook (Deschutes)_01138120,47,3/12/2024,6309.57666,328095.5,38249.23308,89366.39813,6309.57666,2024,3,12,72
Lake Billy Chinook (Metolius)_01138120,77,3/12/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,12,72
Lake Billy Chinook_01138120,152,3/12/2024,6309.57666,328095.5,14959.90027,48625.41415,6309.57666,2024,3,12,72
Lake Owyhee_01125099,431,3/12/2024,6309.57666,398107.5313,13682.62893,41271.68142,6309.57666,2024,3,12,72
Lake Umatilla_01513298,656,3/12/2024,6309.57666,387257.9063,20962.21858,70394.91817,6309.57666,2024,3,12,72
Malheur Lake_01123710,1284,3/12/2024,6309.57666,155596.625,9223.323537,16497.89509,6309.57666,2024,3,12,72
Ochoco Reservoir_01147148,34,3/12/2024,6309.57666,155596.625,18724.31671,37194.19771,6309.57666,2024,3,12,72
Prineville Reservoir_01125673,93,3/12/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,12,72
Summer Lake_01150595,1211,3/12/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,12,72
Swamp Lake_01127802,38,3/12/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,12,72
Thief Valley Reservoir_01128007,27,3/12/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,12,72
Upper Cow Lake_01119431,42,3/12/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,12,72
Upper Klamath Lake_01151685,2912,3/12/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,12,72
Alkali Lake_01116863,27,3/13/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,13,73
Aspen Lake_01161255,164,3/13/2024,6309.57666,319153.9375,106154.1417,131659.2464,6309.57666,2024,3,13,73
Beulah Reservoir_01117569,66,3/13/2024,6309.57666,92045,11177.89618,17640.58777,6309.57666,2024,3,13,73
Brownlee Reservoir_00378278,515,3/13/2024,6309.57666,524807.75,23945.56895,93985.11352,6309.57666,2024,3,13,73
Cold Springs Reservoir_01119125,36,3/13/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,13,73
Crater Lake_01163669,578,3/13/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,13,73
Crump Lake_01119601,365,3/13/2024,42461.98047,42461.98047,42461.98047,0,42461.98047,2024,3,13,73
Drews Reservoir_01141243,156,3/13/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,13,73
Fern Ridge Lake_01120678,294,3/13/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,13,73
Gerber Reservoir_01121105,143,3/13/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,13,73
Goose Lake_00224325,4178,3/13/2024,6309.57666,619441.5,28731.41143,81933.91937,6309.57666,2024,3,13,73
Henry Hagg Lake_01158095,40,3/13/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,13,73
Lake Abert_01116755,1820,3/13/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,13,73
Lake Billy Chinook (Crooked)_01138120,28,3/13/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,13,73
Lake Billy Chinook (Deschutes)_01138120,47,3/13/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,13,73
Lake Billy Chinook (Metolius)_01138120,77,3/13/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,13,73
Lake Billy Chinook_01138120,152,3/13/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,13,73
Lake Owyhee_01125099,431,3/13/2024,6309.57666,270395.9375,18402.36321,48779.99153,6309.57666,2024,3,13,73
Lake Umatilla_01513298,656,3/13/2024,6309.57666,409260.8438,78376.0765,136701.0762,6309.57666,2024,3,13,73
Lake of the Woods_01161601,51,3/13/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,13,73
Lemolo Lake_01144938,17,3/13/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,13,73
Lost Creek Lake_01158890,122,3/13/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,13,73
Malheur Lake_01123710,1284,3/13/2024,6309.57666,277971.4688,30063.82997,55914.43648,6309.57666,2024,3,13,73
McKay Reservoir_01132097,27,3/13/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,13,73
Ochoco Reservoir_01147148,34,3/13/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,13,73
Paulina Lake_01147502,58,3/13/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,13,73
Prineville Reservoir_01125673,93,3/13/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,13,73
Ross Island Lagoon,31,3/13/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,13,73
Sturgeon Lake_01127681,126,3/13/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,13,73
Summer Lake_01150595,1211,3/13/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,13,73
Upper Cow Lake_01119431,42,3/13/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,13,73
Upper Klamath Lake_01151685,2912,3/13/2024,6309.57666,54450.27344,6338.162541,1080.204446,6309.57666,2024,3,13,73
Warm Springs Reservoir_01128656,151,3/13/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,13,73
Wickiup Reservoir_01161711,414,3/13/2024,6309.57666,143218.8281,21167.68325,29070.31674,6309.57666,2024,3,13,73
Willamette River (Marquam Brg to Multnomah Channel),73,3/13/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,13,73
Willamette River (Sellwood Brg to Willamette Falls),35,3/13/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,13,73
Alkali Lake_01116863,27,3/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,14,74
Aspen Lake_01161255,164,3/14/2024,6309.57666,235505.0469,58800.05189,90154.56963,6309.57666,2024,3,14,74
Beulah Reservoir_01117569,66,3/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,14,74
Brownlee Reservoir_00378278,515,3/14/2024,6309.57666,376704,8928.390863,20968.2384,6309.57666,2024,3,14,74
Cold Springs Reservoir_01119125,36,3/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,14,74
Cottage Grove Lake_01158179,26,3/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,14,74
Crane Prairie Reservoir_01140386,180,3/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,14,74
Crater Lake_01163669,578,3/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,14,74
Crescent Lake_01158186,165,3/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,14,74
Crump Lake_01119601,365,3/14/2024,6309.57666,194088.6406,88841.68886,42286.20498,94623.78125,2024,3,14,74
Cultus Lake_01140537,47,3/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,14,74
Davis Lake_01140666,135,3/14/2024,6309.57666,169044.1563,14031.91591,26526.43919,6309.57666,2024,3,14,74
Detroit Lake_01639301,91,3/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,14,74
Dexter Reservoir_01119918,35,3/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,14,74
Dorena Lake_01120032,49,3/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,14,74
Drews Reservoir_01141243,156,3/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,14,74
Fall Creek Lake_01158871,39,3/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,14,74
Fern Ridge Lake_01120678,294,3/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,14,74
Foster Lake_01158892,32,3/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,14,74
Gerber Reservoir_01121105,143,3/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,14,74
Goose Lake_00224325,4178,3/14/2024,6309.57666,285759.25,8545.690643,18154.41283,6309.57666,2024,3,14,74
Green Peter Lake_01158878,123,3/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,14,74
Hart Lake_01121637,317,3/14/2024,6309.57666,270395.9375,34038.42644,48721.50137,8434.154785,2024,3,14,74
Henry Hagg Lake_01158095,40,3/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,14,74
Hills Creek Lake_01158881,81,3/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,14,74
Howard Prairie Lake_01158895,69,3/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,14,74
Lake Abert_01116755,1820,3/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,14,74
Lake Billy Chinook (Crooked)_01138120,28,3/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,14,74
Lake Billy Chinook (Deschutes)_01138120,47,3/14/2024,6309.57666,510505.2188,74487.64827,123843.6761,6309.57666,2024,3,14,74
Lake Billy Chinook (Metolius)_01138120,77,3/14/2024,6309.57666,356451.1563,13759.3975,50527.14327,6309.57666,2024,3,14,74
Lake Billy Chinook_01138120,152,3/14/2024,6309.57666,510505.2188,28219.07179,78371.24334,6309.57666,2024,3,14,74
Lake Owyhee_01125099,431,3/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,14,74
Lake Umatilla_01513298,656,3/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,14,74
Lake of the Woods_01161601,51,3/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,14,74
Lost Creek Lake_01158890,122,3/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,14,74
Malheur Lake_01123710,1284,3/14/2024,6309.57666,6309.57666,6309.57666,0,6309.57666,2024,3,14,74
